datetime,Depth_meter,Water_Temperature_celsius
2010-01-01 00:00:00,0.9,4.97666666666667
2010-01-01 00:00:00,2.5,4.96544120833333
2010-01-01 00:00:00,5,4.95317597916667
2010-01-01 00:00:00,8,4.94091075
2010-01-01 00:00:00,11,4.88311170833333
2010-01-01 00:00:00,14,4.88711770833333
2010-01-01 00:00:00,16,4.87707741666667
2010-01-01 00:00:00,18,4.985722125
2010-01-01 00:00:00,20,4.95965691666667
2010-01-01 00:00:00,22,4.94361291666667
2010-01-01 00:00:00,27,4.98027220833333
2010-01-01 00:00:00,32,4.950846875
2010-01-01 00:00:00,42,4.90525045833333
2010-01-02 00:00:00,0.9,4.85083333333333
2010-01-02 00:00:00,2.5,4.850195875
2010-01-02 00:00:00,5,4.82065491666667
2010-01-02 00:00:00,8,4.79111395833333
2010-01-02 00:00:00,11,4.6989145
2010-01-02 00:00:00,14,4.7082625
2010-01-02 00:00:00,16,4.71278483333333
2010-01-02 00:00:00,18,4.82589129166667
2010-01-02 00:00:00,20,4.80928333333333
2010-01-02 00:00:00,22,4.773516125
2010-01-02 00:00:00,27,4.84479945833333
2010-01-02 00:00:00,32,4.799524125
2010-01-02 00:00:00,42,4.776653125
2010-01-03 00:00:00,0.9,4.70958333333333
2010-01-03 00:00:00,2.5,4.66861616666667
2010-01-03 00:00:00,5,4.664960125
2010-01-03 00:00:00,8,4.66130408333333
2010-01-03 00:00:00,11,4.65050604166667
2010-01-03 00:00:00,14,4.69280466666667
2010-01-03 00:00:00,16,4.69187204166667
2010-01-03 00:00:00,18,4.73334608333333
2010-01-03 00:00:00,20,4.73642645833333
2010-01-03 00:00:00,22,4.74486716666667
2010-01-03 00:00:00,27,4.75142908333333
2010-01-03 00:00:00,32,4.738691125
2010-01-03 00:00:00,42,4.70546141666667
2010-01-04 00:00:00,0.9,4.57083333333333
2010-01-04 00:00:00,2.5,4.61214020833333
2010-01-04 00:00:00,5,4.58203125
2010-01-04 00:00:00,8,4.55192229166667
2010-01-04 00:00:00,11,4.45107116666667
2010-01-04 00:00:00,14,4.46368504166667
2010-01-04 00:00:00,16,4.45287041666667
2010-01-04 00:00:00,18,4.59048183333333
2010-01-04 00:00:00,20,4.50110216666667
2010-01-04 00:00:00,22,4.51793204166667
2010-01-04 00:00:00,27,4.56599533333333
2010-01-04 00:00:00,32,4.49602345833333
2010-01-04 00:00:00,42,4.40899241666667
2010-01-05 00:00:00,0.9,4.42416666666667
2010-01-05 00:00:00,2.5,4.42668754166667
2010-01-05 00:00:00,5,4.39169820833333
2010-01-05 00:00:00,8,4.356708875
2010-01-05 00:00:00,11,4.28660558333333
2010-01-05 00:00:00,14,4.30551683333333
2010-01-05 00:00:00,16,4.31074620833333
2010-01-05 00:00:00,18,4.42828604166667
2010-01-05 00:00:00,20,4.3578965
2010-01-05 00:00:00,22,4.386014
2010-01-05 00:00:00,27,4.43573275
2010-01-05 00:00:00,32,4.3808545
2010-01-05 00:00:00,42,4.34042641666667
2010-01-06 00:00:00,0.9,4.23375
2010-01-06 00:00:00,2.5,4.216569
2010-01-06 00:00:00,5,4.21022391666667
2010-01-06 00:00:00,8,4.20387883333333
2010-01-06 00:00:00,11,4.17023183333333
2010-01-06 00:00:00,14,4.195693125
2010-01-06 00:00:00,16,4.19202575
2010-01-06 00:00:00,18,4.26827333333333
2010-01-06 00:00:00,20,4.23955891666667
2010-01-06 00:00:00,22,4.26609391666667
